Species,Geolocation,Year,Quarter,Value,Volume
Gourami,Region IV-A (CALABARZON),2021, Quarter 1,0.9,0.03
Gourami,MIMAROPA Region,2021, Quarter 1,67.95,0.18333333333333335
Gourami,Region V (Bicol Region),2021, Quarter 1,69.87333333333333,4.79
Gourami,Region VI (Western Visayas),2021, Quarter 1,1.5,0.02
Gourami,Region VII (Central Visayas),2021, Quarter 1,4.94,4.6066666666666665
Gourami,Region VIII (Eastern Visayas),2021, Quarter 1,15.413333333333332,0.03666666666666667
Gourami,Region IX (Zamboanga Peninsula),2021, Quarter 1,622.3366666666667,0.3466666666666667
Gourami,Region X (Nothern Mindanao),2021, Quarter 1,12.049999999999999,0.030000000000000002
Gourami,Region XI (Davao Region),2021, Quarter 1,0.35,0.01
Gourami,Region XII (SOCCSKSARGEN),2021, Quarter 1,11.98,0.16
Gourami,Region XIII (Caraga),2021, Quarter 1,4.840000000000001,0.060000000000000005
Gourami,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 1,23647.039999999997,192.59666666666666
Mudfish,National Capital Region (NCR),2021, Quarter 1,1056.7566666666664,20.743333333333336
Mudfish,Cordillera Administrative Region (CAR),2021, Quarter 1,3.0,0.02
Mudfish,Region I (Ilocos Region),2021, Quarter 1,1198.32,11.65
Mudfish,Region II (Cagayan Valley),2021, Quarter 1,473.49,4.57
Mudfish,Region III (Central Luzon),2021, Quarter 1,3655.25,40.61
Mudfish,Region IV-A (CALABARZON),2021, Quarter 1,968468.2733333333,1546.75
Mudfish,MIMAROPA Region,2021, Quarter 1,8.2,0.09
Mudfish,Region V (Bicol Region),2021, Quarter 1,15491.043333333335,33.763333333333335
Mudfish,Region VI (Western Visayas),2021, Quarter 1,13.48,0.11
Mudfish,Region VII (Central Visayas),2021, Quarter 1,12.78,0.11
Mudfish,Region VIII (Eastern Visayas),2021, Quarter 1,0.24,0.0
Mudfish,Region IX (Zamboanga Peninsula),2021, Quarter 1,998584.89,1364.1733333333334
Mudfish,Region X (Nothern Mindanao),2021, Quarter 1,428.25,3.99
Mudfish,Region XI (Davao Region),2021, Quarter 1,80.0,0.56
Mudfish,Region XII (SOCCSKSARGEN),2021, Quarter 1,1806.76,15.43
Mudfish,Region XIII (Caraga),2021, Quarter 1,3.89,0.03
Mudfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 1,964.7733333333334,3.73
Freshwater Prawn,National Capital Region (NCR),2021, Quarter 1,10.139999999999999,0.03666666666666667
Freshwater Prawn,Cordillera Administrative Region (CAR),2021, Quarter 1,10.909999999999998,0.043333333333333335
Freshwater Prawn,Region I (Ilocos Region),2021, Quarter 1,0.57,0.0
Freshwater Prawn,Region II (Cagayan Valley),2021, Quarter 1,11.31,0.03
Freshwater Prawn,Region III (Central Luzon),2021, Quarter 1,491.8533333333333,5.746666666666667
Freshwater Prawn,Region IV-A (CALABARZON),2021, Quarter 1,473.99333333333334,0.07
Freshwater Prawn,MIMAROPA Region,2021, Quarter 1,1.2,0.01
Freshwater Prawn,Region V (Bicol Region),2021, Quarter 1,8.106666666666667,0.056666666666666664
Freshwater Prawn,Region VI (Western Visayas),2021, Quarter 1,2.88,0.03
Freshwater Prawn,Region VII (Central Visayas),2021, Quarter 1,979.1366666666668,5.983333333333333
Freshwater Prawn,Region VIII (Eastern Visayas),2021, Quarter 1,206.01,1.2933333333333332
Freshwater Prawn,Region IX (Zamboanga Peninsula),2021, Quarter 1,8.446666666666667,0.056666666666666664
Freshwater Prawn,Region X (Nothern Mindanao),2021, Quarter 1,1.8,0.01
Freshwater Prawn,Region XI (Davao Region),2021, Quarter 1,198.64333333333332,0.9966666666666666
Freshwater Prawn,Region XII (SOCCSKSARGEN),2021, Quarter 1,0.64,0.01
Freshwater Prawn,Region XIII (Caraga),2021, Quarter 1,4.506666666666667,0.05666666666666667
Freshwater Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 1,1132.03,9.726666666666668
Others,National Capital Region (NCR),2021, Quarter 1,165.1,6.22
Others,Cordillera Administrative Region (CAR),2021, Quarter 1,367.2633333333333,33.730000000000004
Others,Region I (Ilocos Region),2021, Quarter 1,437.57,6.37
Others,Region II (Cagayan Valley),2021, Quarter 1,56.84,0.58
Others,Region III (Central Luzon),2021, Quarter 1,540.94,6.51
Others,Region IV-A (CALABARZON),2021, Quarter 1,16.0,0.04
Others,MIMAROPA Region,2021, Quarter 1,171.7,0.37
Others,Region V (Bicol Region),2021, Quarter 1,1013.4,11.42
Others,Region VI (Western Visayas),2021, Quarter 1,1566.25,16.34
Others,Region VII (Central Visayas),2021, Quarter 1,2058.8966666666665,82.15666666666667
Others,Region VIII (Eastern Visayas),2021, Quarter 1,175.53,1.09
Others,Region IX (Zamboanga Peninsula),2021, Quarter 1,2.09,0.05
Others,Region X (Nothern Mindanao),2021, Quarter 1,343.01666666666665,1.8533333333333335
Others,Region XI (Davao Region),2021, Quarter 1,755.35,2.71
Others,Region XII (SOCCSKSARGEN),2021, Quarter 1,214.3,9.63
Others,Region XIII (Caraga),2021, Quarter 1,12616.44,17.33
Others,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 1,2.86,0.03
Oyster,National Capital Region (NCR),2021, Quarter 1,3645.433333333334,119.50333333333333
Oyster,Cordillera Administrative Region (CAR),2021, Quarter 1,228.9533333333333,0.5966666666666666
Oyster,Region I (Ilocos Region),2021, Quarter 1,8959.44,350.9
Oyster,Region II (Cagayan Valley),2021, Quarter 1,544.08,50.38
Oyster,Region III (Central Luzon),2021, Quarter 1,1027.92,37.52
Oyster,Region IV-A (CALABARZON),2021, Quarter 1,3343.11,76.62
Oyster,MIMAROPA Region,2021, Quarter 1,283.03333333333336,2.6599999999999997
Oyster,Region V (Bicol Region),2021, Quarter 1,2339.0533333333333,97.39
Oyster,Region VI (Western Visayas),2021, Quarter 1,22046.38,1555.21
Oyster,Region VII (Central Visayas),2021, Quarter 1,4434.91,229.04
Oyster,Region VIII (Eastern Visayas),2021, Quarter 1,10.05,0.63
Oyster,Region IX (Zamboanga Peninsula),2021, Quarter 1,5837.81,280.38
Oyster,Region X (Nothern Mindanao),2021, Quarter 1,63446.443333333336,20.90666666666667
Oyster,Region XI (Davao Region),2021, Quarter 1,1220.09,61.0
Oyster,Region XII (SOCCSKSARGEN),2021, Quarter 1,138574.45666666667,644.1366666666667
Oyster,Region XIII (Caraga),2021, Quarter 1,143176.01333333334,11.733333333333334
Oyster,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 1,481540.4200000001,72266.33333333333
Mussel,National Capital Region (NCR),2021, Quarter 1,1963.75,50.49
Mussel,Cordillera Administrative Region (CAR),2021, Quarter 1,311.03000000000003,33.72666666666667
Mussel,Region I (Ilocos Region),2021, Quarter 1,70.23,1.76
Mussel,Region II (Cagayan Valley),2021, Quarter 1,117.70666666666666,2.06
Mussel,Region III (Central Luzon),2021, Quarter 1,226.05,3.84
Mussel,Region IV-A (CALABARZON),2021, Quarter 1,34223.48,778.87
Mussel,MIMAROPA Region,2021, Quarter 1,927.23,100.79
Mussel,Region V (Bicol Region),2021, Quarter 1,163.97,2.98
Mussel,Region VI (Western Visayas),2021, Quarter 1,66789.89,4308.02
Mussel,Region VII (Central Visayas),2021, Quarter 1,36837.049999999996,2551.5466666666666
Mussel,Region VIII (Eastern Visayas),2021, Quarter 1,43708.48,3346.51
Mussel,Region IX (Zamboanga Peninsula),2021, Quarter 1,11463.18,260.6333333333333
Mussel,Region X (Nothern Mindanao),2021, Quarter 1,98.17,1.76
Mussel,Region XI (Davao Region),2021, Quarter 1,311.17333333333335,1.6766666666666667
Mussel,Region XII (SOCCSKSARGEN),2021, Quarter 1,674.9833333333333,8.363333333333335
Mussel,Region XIII (Caraga),2021, Quarter 1,4809.03,8.996666666666668
Mussel,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 1,964.7733333333334,3.7100000000000004
Seaweed,National Capital Region (NCR),2021, Quarter 1,28669.213333333337,3398.896666666667
Seaweed,Cordillera Administrative Region (CAR),2021, Quarter 1,508871.8900000001,75664.44333333334
Seaweed,Region I (Ilocos Region),2021, Quarter 1,35.8,0.94
Seaweed,Region II (Cagayan Valley),2021, Quarter 1,70.39,8.8
Seaweed,Region III (Central Luzon),2021, Quarter 1,5425.0,775.0
Seaweed,Region IV-A (CALABARZON),2021, Quarter 1,296.12,12.0
Seaweed,MIMAROPA Region,2021, Quarter 1,81997.27,10194.36
Seaweed,Region V (Bicol Region),2021, Quarter 1,50574.04,3940.74
Seaweed,Region VI (Western Visayas),2021, Quarter 1,210463.87,24354.16
Seaweed,Region VII (Central Visayas),2021, Quarter 1,97813.44,16184.15
Seaweed,Region VIII (Eastern Visayas),2021, Quarter 1,7941.49,878.72
Seaweed,Region IX (Zamboanga Peninsula),2021, Quarter 1,599104.6,62490.8
Seaweed,Region X (Nothern Mindanao),2021, Quarter 1,30260.19,2966.44
Seaweed,Region XI (Davao Region),2021, Quarter 1,388.22,19.91
Seaweed,Region XII (SOCCSKSARGEN),2021, Quarter 1,503.99,26.32
Seaweed,Region XIII (Caraga),2021, Quarter 1,14667.37,855.41
Seaweed,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 1,1444106.1,216797.58
All Species,National Capital Region (NCR),2021, Quarter 2,13116.33,202.76
All Species,Cordillera Administrative Region (CAR),2021, Quarter 2,86806.7,845.93
All Species,Region I (Ilocos Region),2021, Quarter 2,3627335.6,33321.23
All Species,Region II (Cagayan Valley),2021, Quarter 2,709289.25,5365.73
All Species,Region III (Central Luzon),2021, Quarter 2,14887526.14,118902.2
All Species,Region IV-A (CALABARZON),2021, Quarter 2,2690696.88,44132.2
All Species,MIMAROPA Region,2021, Quarter 2,406374.29,47526.54
All Species,Region V (Bicol Region),2021, Quarter 2,917255.7,18246.92
All Species,Region VI (Western Visayas),2021, Quarter 2,3798180.42,63534.2
All Species,Region VII (Central Visayas),2021, Quarter 2,560357.97,14460.23
All Species,Region VIII (Eastern Visayas),2021, Quarter 2,137127.88,2117.89
All Species,Region IX (Zamboanga Peninsula),2021, Quarter 2,692170.5,51832.1
All Species,Region X (Nothern Mindanao),2021, Quarter 2,2768538.03,14467.72
All Species,Region XI (Davao Region),2021, Quarter 2,592045.17,4927.1
All Species,Region XII (SOCCSKSARGEN),2021, Quarter 2,739252.14,5840.34
All Species,Region XIII (Caraga),2021, Quarter 2,205774.72,4073.6
All Species,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,1254434.92,155686.9
Milkfish,National Capital Region (NCR),2021, Quarter 2,10100.35,122.52
Milkfish,Cordillera Administrative Region (CAR),2021, Quarter 2,45728.63333333334,372.62999999999994
Milkfish,Region I (Ilocos Region),2021, Quarter 2,2716007.93,22569.68
Milkfish,Region II (Cagayan Valley),2021, Quarter 2,77353.68,594.99
Milkfish,Region III (Central Luzon),2021, Quarter 2,4847022.38,43389.78
Milkfish,Region IV-A (CALABARZON),2021, Quarter 2,794078.58,8574.38
Milkfish,MIMAROPA Region,2021, Quarter 2,16503.42,149.98
Milkfish,Region V (Bicol Region),2021, Quarter 2,25066.58,271.77
Milkfish,Region VI (Western Visayas),2021, Quarter 2,3428814.02,31449.28
Milkfish,Region VII (Central Visayas),2021, Quarter 2,102542.35,942.81
Milkfish,Region VIII (Eastern Visayas),2021, Quarter 2,107512.98,889.09
Milkfish,Region IX (Zamboanga Peninsula),2021, Quarter 2,207579.54,2224.26
Milkfish,Region X (Nothern Mindanao),2021, Quarter 2,339114.27,3121.06
Milkfish,Region XI (Davao Region),2021, Quarter 2,317466.38,2547.8
Milkfish,Region XII (SOCCSKSARGEN),2021, Quarter 2,79827.24,672.26
Milkfish,Region XIII (Caraga),2021, Quarter 2,114793.17,1000.84
Milkfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,119908.35,967.59
Tilapia,National Capital Region (NCR),2021, Quarter 2,856.36,17.4
Tilapia,Cordillera Administrative Region (CAR),2021, Quarter 2,86792.93,845.77
Tilapia,Region I (Ilocos Region),2021, Quarter 2,762471.19,10182.82
Tilapia,Region II (Cagayan Valley),2021, Quarter 2,365667.24,3491.64
Tilapia,Region III (Central Luzon),2021, Quarter 2,3121034.95,37955.81
Tilapia,Region IV-A (CALABARZON),2021, Quarter 2,1312250.19,17874.08
Tilapia,MIMAROPA Region,2021, Quarter 2,5000.16,46.03
Tilapia,Region V (Bicol Region),2021, Quarter 2,417576.61,5085.02
Tilapia,Region VI (Western Visayas),2021, Quarter 2,32013.87,385.77
Tilapia,Region VII (Central Visayas),2021, Quarter 2,17449.5,152.69
Tilapia,Region VIII (Eastern Visayas),2021, Quarter 2,3102.96,22.77
Tilapia,Region IX (Zamboanga Peninsula),2021, Quarter 2,10124.63,136.3
Tilapia,Region X (Nothern Mindanao),2021, Quarter 2,23397.71,234.2
Tilapia,Region XI (Davao Region),2021, Quarter 2,90515.36,900.43
Tilapia,Region XII (SOCCSKSARGEN),2021, Quarter 2,396312.15,3768.31
Tilapia,Region XIII (Caraga),2021, Quarter 2,4703.12,39.94
Tilapia,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,69614.37,635.36
Tiger Prawn,National Capital Region (NCR),2021, Quarter 2,5533.02,16.4
Tiger Prawn,Cordillera Administrative Region (CAR),2021, Quarter 2,38962.14333333333,310.38
Tiger Prawn,Region I (Ilocos Region),2021, Quarter 2,13414.53,25.79
Tiger Prawn,Region II (Cagayan Valley),2021, Quarter 2,14434.1,28.87
Tiger Prawn,Region III (Central Luzon),2021, Quarter 2,4770744.95,7746.82
Tiger Prawn,Region IV-A (CALABARZON),2021, Quarter 2,300.62,0.89
Tiger Prawn,MIMAROPA Region,2021, Quarter 2,2328.17,6.01
Tiger Prawn,Region V (Bicol Region),2021, Quarter 2,260204.68,442.47
Tiger Prawn,Region VI (Western Visayas),2021, Quarter 2,22589.4,51.82
Tiger Prawn,Region VII (Central Visayas),2021, Quarter 2,42292.4,105.73
Tiger Prawn,Region VIII (Eastern Visayas),2021, Quarter 2,536.0,1.84
Tiger Prawn,Region IX (Zamboanga Peninsula),2021, Quarter 2,49353.26,196.46
Tiger Prawn,Region X (Nothern Mindanao),2021, Quarter 2,1527457.12,3654.65
Tiger Prawn,Region XI (Davao Region),2021, Quarter 2,67.0,0.17
Tiger Prawn,Region XII (SOCCSKSARGEN),2021, Quarter 2,2.4,0.02
Tiger Prawn,Region XIII (Caraga),2021, Quarter 2,3169.29,10.7
Tiger Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,27765.33,79.36
Mudcrab,National Capital Region (NCR),2021, Quarter 2,3463.896666666667,41.126666666666665
Mudcrab,Cordillera Administrative Region (CAR),2021, Quarter 2,318.8066666666667,0.9433333333333332
Mudcrab,Region I (Ilocos Region),2021, Quarter 2,111.0,0.32
Mudcrab,Region II (Cagayan Valley),2021, Quarter 2,7208.57,22.18
Mudcrab,Region III (Central Luzon),2021, Quarter 2,1001199.04,2054.25
Mudcrab,Region IV-A (CALABARZON),2021, Quarter 2,138.94,0.38
Mudcrab,MIMAROPA Region,2021, Quarter 2,180.34,0.54
Mudcrab,Region V (Bicol Region),2021, Quarter 2,19956.41,49.85
Mudcrab,Region VI (Western Visayas),2021, Quarter 2,18757.76,42.66
Mudcrab,Region VII (Central Visayas),2021, Quarter 2,42238.26666666667,331.27666666666664
Mudcrab,Region VIII (Eastern Visayas),2021, Quarter 2,5414.69,8.36
Mudcrab,Region IX (Zamboanga Peninsula),2021, Quarter 2,26667.91,87.46
Mudcrab,Region X (Nothern Mindanao),2021, Quarter 2,816381.89,1885.2
Mudcrab,Region XI (Davao Region),2021, Quarter 2,23.55,0.09
Mudcrab,Region XII (SOCCSKSARGEN),2021, Quarter 2,1.8,0.01
Mudcrab,Region XIII (Caraga),2021, Quarter 2,13144.47,24.71
Mudcrab,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,774.13,2.28
Endeavor Prawn,National Capital Region (NCR),2021, Quarter 2,605.3633333333333,1.9633333333333336
Endeavor Prawn,Cordillera Administrative Region (CAR),2021, Quarter 2,15.079999999999998,0.09333333333333334
Endeavor Prawn,Region I (Ilocos Region),2021, Quarter 2,1777.67,5.66
Endeavor Prawn,Region II (Cagayan Valley),2021, Quarter 2,4271.34,13.56
Endeavor Prawn,Region III (Central Luzon),2021, Quarter 2,1730.04,4.44
Endeavor Prawn,Region IV-A (CALABARZON),2021, Quarter 2,8.8,0.03
Endeavor Prawn,MIMAROPA Region,2021, Quarter 2,26.4,0.08
Endeavor Prawn,Region V (Bicol Region),2021, Quarter 2,262.59,1.69
Endeavor Prawn,Region VI (Western Visayas),2021, Quarter 2,3118.78,21.65
Endeavor Prawn,Region VII (Central Visayas),2021, Quarter 2,1045.4933333333333,7.259999999999999
Endeavor Prawn,Region VIII (Eastern Visayas),2021, Quarter 2,198.16999999999996,0.8166666666666665
Endeavor Prawn,Region IX (Zamboanga Peninsula),2021, Quarter 2,96.29666666666667,0.6266666666666666
Endeavor Prawn,Region X (Nothern Mindanao),2021, Quarter 2,576.81,2.32
Endeavor Prawn,Region XI (Davao Region),2021, Quarter 2,10.4,0.05
Endeavor Prawn,Region XII (SOCCSKSARGEN),2021, Quarter 2,3223.6266666666666,23.919999999999998
Endeavor Prawn,Region XIII (Caraga),2021, Quarter 2,28.25,0.11
Endeavor Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,1021.6033333333335,7.6499999999999995
White Shrimp,National Capital Region (NCR),2021, Quarter 2,5009.606666666667,74.74
White Shrimp,Cordillera Administrative Region (CAR),2021, Quarter 2,60343.93666666667,575.7233333333332
White Shrimp,Region I (Ilocos Region),2021, Quarter 2,1056.13,4.06
White Shrimp,Region II (Cagayan Valley),2021, Quarter 2,1611.2,15.34
White Shrimp,Region III (Central Luzon),2021, Quarter 2,8108.77,23.92
White Shrimp,Region IV-A (CALABARZON),2021, Quarter 2,263.38,1.5
White Shrimp,MIMAROPA Region,2021, Quarter 2,166060.38333333333,16139.5
White Shrimp,Region V (Bicol Region),2021, Quarter 2,331.34,1.91
White Shrimp,Region VI (Western Visayas),2021, Quarter 2,836.69,4.2
White Shrimp,Region VII (Central Visayas),2021, Quarter 2,90.75,0.61
White Shrimp,Region VIII (Eastern Visayas),2021, Quarter 2,2.4,0.01
White Shrimp,Region IX (Zamboanga Peninsula),2021, Quarter 2,2977.58,27.2
White Shrimp,Region X (Nothern Mindanao),2021, Quarter 2,517.11,2.91
White Shrimp,Region XI (Davao Region),2021, Quarter 2,2.0,0.01
White Shrimp,Region XII (SOCCSKSARGEN),2021, Quarter 2,2.3,0.02
White Shrimp,Region XIII (Caraga),2021, Quarter 2,315.47,1.19
White Shrimp,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,7432.18,35.47
Grouper,National Capital Region (NCR),2021, Quarter 2,3533.8033333333333,41.27333333333333
Grouper,Cordillera Administrative Region (CAR),2021, Quarter 2,5536.626666666666,50.11666666666667
Grouper,Region I (Ilocos Region),2021, Quarter 2,399.4,0.98
Grouper,Region II (Cagayan Valley),2021, Quarter 2,21.0,0.05
Grouper,Region III (Central Luzon),2021, Quarter 2,1615924.0599999998,14494.953333333333
Grouper,Region IV-A (CALABARZON),2021, Quarter 2,728.8,1.68
Grouper,MIMAROPA Region,2021, Quarter 2,101.66,0.32
Grouper,Region V (Bicol Region),2021, Quarter 2,431.31,1.12
Grouper,Region VI (Western Visayas),2021, Quarter 2,2820.05,7.43
Grouper,Region VII (Central Visayas),2021, Quarter 2,151.6,0.32
Grouper,Region VIII (Eastern Visayas),2021, Quarter 2,95.42,0.28
Grouper,Region IX (Zamboanga Peninsula),2021, Quarter 2,220.83,0.65
Grouper,Region X (Nothern Mindanao),2021, Quarter 2,113071.46999999999,1040.46
Grouper,Region XI (Davao Region),2021, Quarter 2,4.72,0.04
Grouper,Region XII (SOCCSKSARGEN),2021, Quarter 2,26611.713333333333,0.05333333333333334
Grouper,Region XIII (Caraga),2021, Quarter 2,0.3,0.0
Grouper,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,4.8,0.05
Siganid,National Capital Region (NCR),2021, Quarter 2,129558.83333333333,15762.63
Siganid,Cordillera Administrative Region (CAR),2021, Quarter 2,469846.9533333333,67069.79666666668
Siganid,Region I (Ilocos Region),2021, Quarter 2,6850.65,24.82
Siganid,Region II (Cagayan Valley),2021, Quarter 2,21419.83,60.38
Siganid,Region III (Central Luzon),2021, Quarter 2,75.9,0.35
Siganid,Region IV-A (CALABARZON),2021, Quarter 2,275.25,1.42
Siganid,MIMAROPA Region,2021, Quarter 2,130324.89,15764.433333333334
Siganid,Region V (Bicol Region),2021, Quarter 2,3.4,0.02
Siganid,Region VI (Western Visayas),2021, Quarter 2,8.64,0.03
Siganid,Region VII (Central Visayas),2021, Quarter 2,20803.366666666665,3939.893333333334
Siganid,Region VIII (Eastern Visayas),2021, Quarter 2,6.4,0.03
Siganid,Region IX (Zamboanga Peninsula),2021, Quarter 2,128877.72000000002,16256.089999999998
Siganid,Region X (Nothern Mindanao),2021, Quarter 2,300.0,1.2
Siganid,Region XI (Davao Region),2021, Quarter 2,762.84,3.6
Siganid,Region XII (SOCCSKSARGEN),2021, Quarter 2,402.0,1.5
Siganid,Region XIII (Caraga),2021, Quarter 2,125.4,0.52
Siganid,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,478326.00666666665,67094.24666666666
P. Vannamei,National Capital Region (NCR),2021, Quarter 2,168707.87666666668,15920.416666666666
P. Vannamei,Cordillera Administrative Region (CAR),2021, Quarter 2,469071.9633333333,67067.81999999999
P. Vannamei,Region I (Ilocos Region),2021, Quarter 2,121529.23,424.71
P. Vannamei,Region II (Cagayan Valley),2021, Quarter 2,207191.2,540.97
P. Vannamei,Region III (Central Luzon),2021, Quarter 2,365533.23,1317.41
P. Vannamei,Region IV-A (CALABARZON),2021, Quarter 2,66781.71,214.36
P. Vannamei,MIMAROPA Region,2021, Quarter 2,167775.51666666663,15895.730000000001
P. Vannamei,Region V (Bicol Region),2021, Quarter 2,9582.95,19.19
P. Vannamei,Region VI (Western Visayas),2021, Quarter 2,30734.06,118.26
P. Vannamei,Region VII (Central Visayas),2021, Quarter 2,333237.57,1324.5
P. Vannamei,Region VIII (Eastern Visayas),2021, Quarter 2,6.37,0.02
P. Vannamei,Region IX (Zamboanga Peninsula),2021, Quarter 2,134690.52333333335,16389.81
P. Vannamei,Region X (Nothern Mindanao),2021, Quarter 2,64987.71666666667,2052.246666666667
P. Vannamei,Region XI (Davao Region),2021, Quarter 2,138845.25,621.95
P. Vannamei,Region XII (SOCCSKSARGEN),2021, Quarter 2,249792.6,1282.5
P. Vannamei,Region XIII (Caraga),2021, Quarter 2,36675.04,120.47
P. Vannamei,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,469119.8633333333,51313.84333333333
Spiny Lobster,National Capital Region (NCR),2021, Quarter 2,7531.116666666666,18.87333333333333
Spiny Lobster,Cordillera Administrative Region (CAR),2021, Quarter 2,38962.14333333333,310.38
Spiny Lobster,Region I (Ilocos Region),2021, Quarter 2,13895.003333333334,36.99666666666667
Spiny Lobster,Region II (Cagayan Valley),2021, Quarter 2,1602199.6266666667,2612.023333333333
Spiny Lobster,Region III (Central Luzon),2021, Quarter 2,1590373.8233333335,2602.516666666667
Spiny Lobster,Region IV-A (CALABARZON),2021, Quarter 2,16643.043333333335,66.25666666666667
Spiny Lobster,MIMAROPA Region,2021, Quarter 2,129708.06,15771.503333333334
Spiny Lobster,Region V (Bicol Region),2021, Quarter 2,86864.06,147.56333333333333
Spiny Lobster,Region VI (Western Visayas),2021, Quarter 2,384.1,0.2
Spiny Lobster,Region VII (Central Visayas),2021, Quarter 2,14226.1,35.31
Spiny Lobster,Region VIII (Eastern Visayas),2021, Quarter 2,1.8,0.0
Spiny Lobster,Region IX (Zamboanga Peninsula),2021, Quarter 2,103286.18666666666,213.45000000000002
Spiny Lobster,Region X (Nothern Mindanao),2021, Quarter 2,509252.9733333334,1218.6166666666666
Spiny Lobster,Region XI (Davao Region),2021, Quarter 2,277.41333333333336,1.6566666666666665
Spiny Lobster,Region XII (SOCCSKSARGEN),2021, Quarter 2,951.6666666666666,0.8866666666666666
Spiny Lobster,Region XIII (Caraga),2021, Quarter 2,2450.6,1.14
Spiny Lobster,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,374265.51333333337,51551.87666666667
Carp,National Capital Region (NCR),2021, Quarter 2,54.33,2.24
Carp,Cordillera Administrative Region (CAR),2021, Quarter 2,1.8,0.01
Carp,Region I (Ilocos Region),2021, Quarter 2,131.16,2.28
Carp,Region II (Cagayan Valley),2021, Quarter 2,286.43,3.54
Carp,Region III (Central Luzon),2021, Quarter 2,296.65,8.43
Carp,Region IV-A (CALABARZON),2021, Quarter 2,242711.53,9708.62
Carp,MIMAROPA Region,2021, Quarter 2,22.71666666666667,0.8000000000000002
Carp,Region V (Bicol Region),2021, Quarter 2,9.74,0.11
Carp,Region VI (Western Visayas),2021, Quarter 2,3.37,0.03
Carp,Region VII (Central Visayas),2021, Quarter 2,4.7,0.04
Carp,Region VIII (Eastern Visayas),2021, Quarter 2,0.48,0.0
Carp,Region IX (Zamboanga Peninsula),2021, Quarter 2,80912.92333333332,3236.296666666667
Carp,Region X (Nothern Mindanao),2021, Quarter 2,1741.86,14.11
Carp,Region XI (Davao Region),2021, Quarter 2,2.85,0.02
Carp,Region XII (SOCCSKSARGEN),2021, Quarter 2,60.42,0.78
Carp,Region XIII (Caraga),2021, Quarter 2,4.03,0.04
Carp,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,340.43,2.53
Catfish,National Capital Region (NCR),2021, Quarter 2,61.80333333333334,1.08
Catfish,Cordillera Administrative Region (CAR),2021, Quarter 2,6.82,0.05
Catfish,Region I (Ilocos Region),2021, Quarter 2,119.06,0.85
Catfish,Region II (Cagayan Valley),2021, Quarter 2,3016.24,27.66
Catfish,Region III (Central Luzon),2021, Quarter 2,73094.28,799.64
Catfish,Region IV-A (CALABARZON),2021, Quarter 2,3373.93,39.21
Catfish,MIMAROPA Region,2021, Quarter 2,12.02,0.15
Catfish,Region V (Bicol Region),2021, Quarter 2,429.99,3.52
Catfish,Region VI (Western Visayas),2021, Quarter 2,1602.93,12.05
Catfish,Region VII (Central Visayas),2021, Quarter 2,6.41,0.06
Catfish,Region VIII (Eastern Visayas),2021, Quarter 2,11.29,0.07
Catfish,Region IX (Zamboanga Peninsula),2021, Quarter 2,17.5,0.16
Catfish,Region X (Nothern Mindanao),2021, Quarter 2,1919.09,9.61
Catfish,Region XI (Davao Region),2021, Quarter 2,32454.11,264.88
Catfish,Region XII (SOCCSKSARGEN),2021, Quarter 2,9641.83,71.6
Catfish,Region XIII (Caraga),2021, Quarter 2,6.17,0.04
Catfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021, Quarter 2,3031.59,22.82
Gourami,National Capital Region (NCR),2021, Quarter 2,167.42333333333332,0.44333333333333336
Gourami,Cordillera Administrative Region (CAR),2021, Quarter 2,5536.626666666666,0.15
Gourami,Region I (Ilocos Region),2021, Quarter 2,1.21,0.03
Gourami,Region II (Cagayan Valley),2021, Quarter 2,5.86,0.07
Gourami,Region III (Central Luzon),2021, Quarter 2,3429.38,95.03
Gourami,Region IV-A (CALABARZON),2021, Quarter 2,1389.0866666666668,32.24333333333333
